1,2389,121.61,157.40,194.80,328.60
1,2388,17.15,149.67,92.26,338.89
2,2391,255.04,206.09,266.78,245.47
2,2390,267.01,207.07,281.90,246.26
2,2389,124.26,159.74,196.19,329.16
2,2388,18.94,148.23,93.23,340.07
3,2393,236.52,194.17,251.50,256.97
3,2392,248.07,191.60,273.51,259.11
3,2389,129.20,160.52,193.40,326.60
3,2388,22.06,148.02,95.31,340.85
4,2389,134.30,155.58,201.28,330.12
4,2388,27.98,149.40,100.65,342.28
5,2389,140.88,151.79,214.36,336.34
5,2388,34.14,149.75,107.15,346.41
6,2393,249.81,194.52,272.82,262.60
6,2392,272.35,198.95,296.55,263.82
6,2389,147.07,150.45,225.26,339.97
6,2388,37.62,147.95,111.46,348.64
7,2393,255.32,193.56,279.84,262.99
7,2392,277.33,199.16,302.29,264.64
7,2389,151.56,148.42,231.33,341.37
7,2388,40.81,144.70,115.23,349.10
8,2395,233.78,201.49,258.67,266.96
8,2393,262.51,195.75,286.61,263.70
8,2392,284.35,202.35,309.00,265.91
8,2389,156.14,147.01,238.50,343.94
8,2388,43.69,143.49,120.49,353.16
9,2395,240.63,203.15,264.94,267.03
9,2393,269.53,194.15,293.97,264.54
9,2392,290.20,200.52,315.06,265.35
9,2389,158.66,144.71,242.88,345.66
9,2388,46.79,141.38,125.30,355.46
10,2395,249.06,203.27,272.03,265.95
10,2393,278.05,194.51,302.06,264.42
10,2392,297.46,200.10,322.43,265.97
10,2389,165.13,142.03,251.86,348.02
10,2388,51.08,138.77,133.02,355.71
11,2395,256.24,202.35,278.33,264.59
11,2393,285.82,196.47,309.45,264.69
11,2392,304.82,196.13,329.06,264.03
11,2389,171.01,140.83,260.12,350.93
11,2388,56.97,139.44,139.41,357.48
12,2395,267.64,202.72,290.88,266.78
12,2393,295.25,198.92,319.40,267.18
12,2392,314.41,196.02,339.46,267.66
12,2389,180.93,141.11,272.26,355.39
12,2388,61.68,136.65,146.65,360.94
13,2404,162.29,196.32,190.63,269.53
13,2395,274.93,203.20,298.78,267.64
13,2393,303.31,199.60,326.85,267.11
13,2392,321.61,195.28,345.70,267.34
13,2389,187.37,139.51,281.74,358.07
13,2388,66.92,138.16,153.01,365.32
14,2404,172.07,197.22,200.27,268.93
14,2393,313.40,199.96,336.31,266.35
14,2392,331.69,193.18,357.09,267.90
14,2389,197.50,137.02,292.64,360.26
14,2388,76.71,136.91,162.05,367.00
15,2404,183.45,198.66,210.81,268.62
15,2393,324.38,195.89,347.82,264.80
15,2389,205.94,138.31,301.59,364.26
15,2388,85.97,136.11,171.59,371.42
16,2404,189.14,195.76,216.78,266.65
16,2393,331.43,194.52,354.69,264.13
16,2389,212.38,136.15,309.07,366.40
16,2388,87.52,129.63,175.82,371.36
17,2404,192.82,194.87,220.51,265.74
17,2396,355.97,193.70,380.74,265.82
17,2395,307.00,196.58,331.88,265.97
17,2393,336.58,192.60,359.98,262.98
17,2389,218.99,135.25,319.62,368.09
17,2388,88.92,127.88,178.32,374.64
18,2404,196.28,193.89,223.93,265.55
18,2395,312.50,195.82,337.20,266.03
18,2393,339.62,190.02,362.84,253.49
18,2389,223.33,133.21,327.27,370.51
18,2388,89.04,127.42,180.14,379.40
19,2404,199.36,192.77,226.56,263.83
19,2395,314.47,193.32,339.09,265.13
19,2389,223.52,128.18,330.18,370.69
19,2388,86.80,123.18,179.94,379.61
20,2404,196.99,190.97,223.92,261.96
20,2389,221.39,125.70,331.47,372.68
20,2388,81.50,116.40,177.91,378.66
21,2404,195.93,190.39,222.49,261.56
21,2389,220.74,124.60,333.41,375.34
21,2388,77.76,113.41,176.46,381.42
22,2404,198.83,188.46,224.18,260.04
22,2389,218.81,122.79,333.46,377.19
22,2388,73.46,108.39,175.55,382.48
23,2412,-0.40,143.98,38.69,294.89
23,2404,202.15,190.63,226.01,261.88
23,2389,219.24,124.20,334.69,382.80
23,2388,71.48,106.90,176.58,387.12
24,2412,-0.14,142.04,38.96,294.01
24,2404,204.23,191.59,226.85,262.68
24,2389,217.85,122.01,336.36,385.93
24,2388,70.09,106.52,177.95,392.90
25,2412,0.05,141.28,39.89,298.13
25,2389,222.27,122.03,341.06,392.79
25,2388,67.94,105.50,179.03,401.98
26,2412,-0.23,139.91,39.51,299.90
26,2389,228.51,121.47,344.27,397.71
26,2388,64.32,102.83,178.95,408.82
27,2412,-0.64,137.57,38.45,300.85
27,2389,229.89,118.43,345.78,400.96
27,2388,60.55,99.12,179.02,413.66
28,2412,-0.75,137.06,37.75,303.33
28,2389,233.70,115.84,348.96,404.63
28,2388,58.74,96.35,180.08,417.96
29,2412,-0.63,133.53,37.56,302.82
29,2389,236.92,113.66,352.34,407.71
29,2388,56.64,94.62,181.65,422.74
30,2412,-0.76,135.69,36.68,306.39
30,2389,238.82,110.51,355.87,412.05
30,2388,53.51,91.68,182.14,425.81
31,2412,-0.35,142.43,37.03,314.13
31,2389,237.55,107.93,359.58,417.90
31,2388,49.07,89.12,182.92,431.45
32,2389,241.26,106.36,371.39,423.64
32,2388,49.74,88.22,186.45,438.74
33,2389,245.86,98.36,378.15,425.16
33,2388,52.08,81.02,191.80,441.38
34,2421,426.54,185.03,456.41,268.24
34,2389,253.20,93.04,390.77,432.11
34,2388,57.92,77.00,199.46,446.23
35,2423,408.40,185.28,434.37,265.15
35,2421,435.21,185.80,465.94,270.35
35,2389,260.21,88.82,404.23,439.16
35,2388,64.77,75.52,207.93,451.39
36,2425,2.82,112.92,47.59,234.06
36,2424,385.94,191.92,415.41,267.24
36,2423,419.90,182.29,446.24,263.79
36,2421,445.50,184.59,475.89,269.08
36,2389,271.69,82.29,421.95,444.77
36,2388,71.85,70.53,218.16,455.58
37,2427,175.63,73.33,232.41,273.72
37,2425,2.47,112.14,51.80,234.67
37,2424,392.28,191.38,420.71,266.12
37,2421,452.28,184.49,481.81,268.89
37,2389,274.90,76.75,430.73,450.23
37,2388,73.79,65.60,221.79,460.01
38,2427,179.66,69.42,237.45,272.34
38,2425,-1.10,133.32,60.01,302.68
38,2424,397.94,191.47,427.06,266.83
38,2421,458.36,184.43,488.60,271.07
38,2389,279.25,72.34,441.11,457.88
38,2388,74.10,63.17,224.66,467.46
39,2428,432.54,181.79,457.86,266.07
39,2427,182.60,63.99,238.77,262.48
39,2425,-1.45,111.43,57.88,262.78
39,2424,403.31,195.62,430.72,267.28
39,2421,462.36,182.90,493.20,271.53
39,2389,283.28,68.92,450.64,463.79
39,2388,72.99,58.85,226.73,472.47
40,2428,437.94,183.79,464.41,268.74
40,2427,184.55,63.15,239.35,257.91
40,2425,-1.46,106.75,56.38,248.07
40,2424,408.92,199.46,434.93,268.85
40,2421,468.02,183.04,499.71,272.91
40,2389,285.97,65.29,458.37,470.03
40,2388,72.78,56.31,229.34,476.94
41,2428,439.58,185.05,466.35,270.57
41,2427,184.29,65.49,240.29,263.57
41,2425,-1.66,107.50,54.36,242.98
41,2424,412.87,200.36,437.28,263.25
41,2421,470.22,179.70,502.02,255.00
41,2389,290.46,59.79,468.38,474.35
41,2388,69.07,49.14,229.12,477.35
42,2430,162.91,54.55,241.23,440.44
42,2427,180.78,60.11,238.14,263.37
42,2425,-2.92,105.71,49.03,237.12
42,2421,469.92,179.41,504.30,239.22
42,2389,289.75,52.76,473.95,476.59
42,2388,58.72,45.23,224.25,479.46
43,2430,160.87,53.73,239.52,444.19
43,2425,-3.67,107.20,43.91,239.67
43,2389,288.02,47.94,478.03,478.68
43,2388,52.41,42.15,221.62,480.74
44,2432,268.74,184.90,298.76,265.16
44,2430,158.22,50.30,238.41,449.37
44,2389,285.29,43.68,476.84,479.83
44,2388,47.62,37.73,220.80,480.71
45,2432,268.20,184.47,297.48,264.99
45,2430,158.09,44.18,239.59,449.87
45,2389,288.62,38.45,487.86,478.54
45,2388,44.71,37.16,221.33,481.83
46,2432,268.85,184.23,296.99,264.25
46,2430,159.39,42.72,240.37,450.03
46,2389,282.78,33.56,480.29,478.72
46,2388,41.33,30.01,222.45,476.48
47,2434,-2.45,128.77,46.24,426.22
47,2432,269.42,183.69,297.33,264.04
47,2430,160.09,38.92,241.33,450.31
47,2389,288.51,28.51,491.57,477.59
47,2388,37.42,32.37,222.67,480.93
48,2434,-0.44,120.42,50.87,436.33
48,2430,161.59,35.11,243.46,450.09
48,2389,287.37,23.63,499.96,477.07
48,2388,35.44,23.36,224.71,475.14
49,2434,0.31,115.17,54.63,451.08
49,2430,160.94,29.19,244.25,453.18
49,2389,291.36,21.07,505.58,478.30
49,2388,36.21,19.47,227.93,473.40
50,2434,-0.62,110.03,53.69,460.64
50,2430,160.33,22.01,243.16,446.42
50,2389,293.91,19.18,508.89,479.01
50,2388,31.10,13.63,226.62,471.20
51,2434,-0.63,97.02,54.02,463.60
51,2430,161.37,17.34,244.27,445.90
51,2389,295.00,14.61,514.11,479.66
51,2388,28.86,12.31,227.19,472.73
52,2434,-0.31,88.31,54.54,466.85
52,2430,159.17,16.43,244.45,454.10
52,2389,293.11,10.39,513.21,477.21
52,2388,25.39,10.18,228.40,472.51
53,2434,1.21,74.99,58.99,467.97
53,2430,159.08,16.47,244.90,458.50
53,2389,292.38,6.70,510.23,475.43
53,2388,23.39,9.06,229.98,472.47
54,2434,0.51,68.70,59.42,469.15
54,2430,154.63,15.94,243.43,459.86
54,2389,291.12,4.73,504.33,477.46
54,2388,20.22,10.59,231.49,474.39
55,2442,0.01,88.89,36.68,239.54
55,2434,-0.68,71.59,55.78,469.63
55,2430,155.50,17.11,246.07,457.75
55,2389,293.21,4.62,501.06,479.97
55,2388,18.40,10.71,233.63,473.58
56,2442,0.14,83.79,35.10,223.16
56,2430,155.37,19.26,248.15,452.66
56,2389,299.95,2.55,509.46,480.98
56,2388,14.93,6.37,232.55,471.76
57,2442,-0.11,88.84,36.32,240.54
57,2430,154.65,14.84,248.64,450.28
57,2389,310.62,3.70,535.64,482.70
57,2388,13.94,6.42,233.51,470.34
58,2442,-0.39,90.49,36.57,251.04
58,2430,153.66,12.73,250.88,447.88
58,2389,315.21,4.10,552.70,482.01
58,2388,12.90,7.00,235.27,471.47
59,2442,-0.89,90.24,35.34,255.99
59,2434,-0.06,70.22,52.31,471.71
59,2430,153.97,11.63,252.23,447.95
59,2389,315.82,1.56,562.56,480.79
59,2388,12.63,7.59,238.69,471.93
60,2442,-1.15,93.35,35.34,271.55
60,2434,0.62,68.91,52.99,472.05
60,2430,156.70,10.98,254.52,448.66
60,2389,314.57,-1.30,566.90,477.43
60,2388,17.05,5.34,244.47,471.46
61,2434,0.54,65.41,52.43,465.67
61,2430,156.76,10.39,254.50,446.60
61,2389,313.27,1.14,563.38,479.83
61,2388,14.55,4.80,243.65,471.05
62,2434,0.29,64.58,50.99,461.02
62,2430,152.96,7.94,254.34,449.05
62,2389,315.39,1.67,565.75,480.04
62,2388,11.15,4.71,244.02,472.48
63,2434,0.26,63.70,50.63,459.26
63,2430,151.13,7.75,255.10,449.88
63,2389,311.87,1.22,557.97,479.44
63,2388,9.96,5.65,246.10,472.91
64,2442,-1.84,83.87,27.20,260.82
64,2434,-0.15,64.95,49.49,457.23
64,2430,151.97,7.98,257.33,449.70
64,2389,320.83,-0.90,576.63,480.73
64,2388,7.02,4.41,244.40,471.28
65,2434,-0.09,62.99,48.90,451.80
65,2430,149.59,9.88,256.73,454.09
65,2389,321.57,-2.37,582.88,481.19
65,2388,6.33,5.14,242.66,470.75
