1,1,16.00,149.00,92.00,339.00
1,2,115.00,155.00,198.00,331.00
1,3,19.00,135.00,87.00,324.00
2,1,18.00,147.00,95.00,341.00
2,2,120.00,154.00,203.00,333.00
2,3,24.00,134.00,92.00,326.00
3,1,22.00,146.00,100.00,344.00
3,2,126.00,154.00,210.00,336.00
3,3,28.00,132.00,96.00,328.00
4,1,25.00,145.00,103.00,346.00
4,2,132.00,153.00,216.00,338.00
4,3,33.00,131.00,101.00,330.00
5,1,28.00,143.00,107.00,348.00
5,2,138.00,152.00,222.00,340.00
5,3,37.00,130.00,105.00,332.00
5,4,219.00,203.00,239.00,265.00
5,5,239.00,195.00,267.00,264.00
5,6,257.00,186.00,276.00,259.00
5,7,329.00,214.00,342.00,244.00
5,25,264.00,200.00,286.00,263.00
6,1,32.00,141.00,112.00,350.00
6,2,144.00,151.00,228.00,342.00
6,3,40.00,129.00,111.00,332.00
6,4,224.00,202.00,245.00,265.00
6,5,246.00,195.00,273.00,264.00
6,6,264.00,186.00,283.00,258.00
6,7,335.00,215.00,349.00,245.00
6,25,271.00,200.00,293.00,264.00
7,1,35.00,141.00,116.00,353.00
7,2,150.00,151.00,234.00,345.00
7,3,44.00,129.00,117.00,332.00
7,4,230.00,201.00,252.00,265.00
7,5,253.00,196.00,279.00,265.00
7,6,271.00,186.00,290.00,257.00
7,7,341.00,214.00,355.00,245.00
7,25,277.00,200.00,300.00,264.00
8,1,39.00,139.00,120.00,355.00
8,2,156.00,151.00,240.00,347.00
8,3,48.00,127.00,124.00,331.00
8,4,236.00,201.00,258.00,265.00
8,5,261.00,197.00,285.00,265.00
8,6,278.00,187.00,297.00,256.00
8,7,346.00,215.00,361.00,246.00
8,25,284.00,200.00,307.00,265.00
9,1,43.00,138.00,125.00,357.00
9,2,162.00,150.00,246.00,349.00
9,3,52.00,127.00,130.00,331.00
9,4,241.00,200.00,264.00,265.00
9,5,268.00,197.00,291.00,265.00
9,6,285.00,187.00,304.00,255.00
9,7,353.00,215.00,368.00,246.00
9,8,391.00,197.00,415.00,261.00
9,9,309.00,209.00,324.00,250.00
9,25,291.00,200.00,314.00,265.00
10,1,49.00,137.00,132.00,360.00
10,2,167.00,149.00,252.00,351.00
10,3,60.00,126.00,138.00,333.00
10,4,249.00,201.00,272.00,265.00
10,5,276.00,197.00,299.00,265.00
10,6,293.00,188.00,313.00,258.00
10,7,362.00,216.00,376.00,246.00
10,25,299.00,200.00,322.00,266.00
11,1,57.00,137.00,141.00,363.00
11,2,173.00,147.00,259.00,353.00
11,3,67.00,125.00,144.00,335.00
11,4,258.00,202.00,281.00,266.00
11,5,284.00,199.00,307.00,266.00
11,6,301.00,190.00,321.00,261.00
11,7,371.00,218.00,384.00,247.00
11,25,308.00,201.00,332.00,267.00
12,1,64.00,135.00,148.00,365.00
12,2,179.00,146.00,265.00,355.00
12,3,75.00,124.00,152.00,336.00
12,4,266.00,203.00,289.00,266.00
12,5,293.00,199.00,315.00,266.00
12,6,308.00,190.00,329.00,263.00
12,7,380.00,219.00,392.00,247.00
12,25,316.00,200.00,340.00,267.00
13,1,71.00,135.00,156.00,368.00
13,2,185.00,145.00,272.00,357.00
13,3,83.00,123.00,159.00,338.00
13,4,275.00,204.00,298.00,266.00
13,5,301.00,200.00,323.00,266.00
13,6,317.00,192.00,338.00,266.00
13,7,389.00,220.00,400.00,247.00
13,10,162.00,198.00,184.00,269.00
13,25,325.00,201.00,349.00,268.00
14,1,74.00,133.00,160.00,370.00
14,2,191.00,142.00,280.00,359.00
14,3,88.00,121.00,164.00,339.00
14,4,282.00,202.00,306.00,266.00
14,5,309.00,198.00,331.00,266.00
14,6,325.00,190.00,346.00,266.00
14,10,169.00,196.00,192.00,267.00
14,25,333.00,200.00,357.00,267.00
15,1,77.00,131.00,164.00,373.00
15,2,197.00,140.00,288.00,362.00
15,3,93.00,119.00,169.00,340.00
15,4,290.00,199.00,314.00,265.00
15,5,317.00,196.00,339.00,266.00
15,6,333.00,187.00,355.00,265.00
15,10,177.00,193.00,201.00,265.00
15,25,340.00,198.00,365.00,266.00
16,1,80.00,129.00,168.00,375.00
16,2,203.00,137.00,296.00,364.00
16,3,98.00,116.00,174.00,340.00
16,4,296.00,197.00,321.00,265.00
16,5,324.00,193.00,346.00,265.00
16,6,341.00,185.00,363.00,265.00
16,10,185.00,191.00,209.00,263.00
16,25,348.00,197.00,373.00,265.00
17,1,83.00,127.00,172.00,377.00
17,2,210.00,134.00,305.00,366.00
17,3,103.00,114.00,179.00,341.00
17,4,304.00,194.00,329.00,264.00
17,5,332.00,191.00,354.00,265.00
17,6,349.00,182.00,371.00,264.00
17,10,193.00,189.00,218.00,261.00
17,11,0.00,134.00,44.00,344.00
17,25,356.00,196.00,381.00,264.00
18,1,81.00,123.00,172.00,380.00
18,2,213.00,131.00,309.00,368.00
18,3,101.00,111.00,180.00,343.00
18,4,306.00,193.00,331.00,264.00
18,5,334.00,191.00,357.00,266.00
18,6,352.00,181.00,374.00,264.00
18,10,193.00,189.00,218.00,261.00
18,11,0.00,132.00,46.00,348.00
18,25,360.00,195.00,385.00,264.00
19,1,80.00,121.00,174.00,384.00
19,2,215.00,129.00,312.00,371.00
19,3,99.00,107.00,180.00,344.00
19,4,310.00,192.00,334.00,264.00
19,5,336.00,189.00,359.00,266.00
19,6,355.00,181.00,376.00,264.00
19,10,193.00,188.00,218.00,261.00
19,11,0.00,130.00,47.00,352.00
19,25,364.00,195.00,389.00,264.00
20,1,78.00,117.00,174.00,387.00
20,2,218.00,127.00,316.00,373.00
20,3,98.00,104.00,182.00,346.00
20,4,312.00,191.00,336.00,264.00
20,5,339.00,189.00,363.00,267.00
20,6,358.00,179.00,379.00,263.00
20,10,195.00,187.00,219.00,260.00
20,11,-1.00,128.00,48.00,355.00
20,25,368.00,194.00,393.00,264.00
21,1,77.00,114.00,175.00,390.00
21,2,220.00,124.00,319.00,375.00
21,3,96.00,100.00,182.00,347.00
21,4,315.00,190.00,338.00,264.00
21,5,341.00,188.00,365.00,267.00
21,6,362.00,179.00,382.00,263.00
21,10,195.00,187.00,219.00,260.00
21,11,0.00,126.00,50.00,359.00
21,12,45.00,191.00,70.00,257.00
21,25,372.00,193.00,397.00,264.00
22,1,74.00,110.00,175.00,394.00
22,2,222.00,121.00,323.00,380.00
22,3,96.00,100.00,184.00,351.00
22,4,319.00,190.00,342.00,264.00
22,5,345.00,188.00,369.00,267.00
22,6,364.00,178.00,385.00,262.00
22,10,198.00,187.00,223.00,264.00
22,11,0.00,127.00,48.00,364.00
22,12,47.00,192.00,73.00,260.00
22,25,376.00,193.00,401.00,264.00
23,1,72.00,108.00,175.00,399.00
23,2,224.00,118.00,327.00,384.00
23,3,96.00,99.00,186.00,355.00
23,4,323.00,189.00,347.00,264.00
23,5,350.00,187.00,373.00,266.00
23,6,367.00,177.00,389.00,261.00
23,10,201.00,188.00,227.00,269.00
23,11,0.00,128.00,46.00,370.00
23,12,48.00,193.00,75.00,263.00
23,25,380.00,192.00,405.00,264.00
24,1,70.00,104.00,176.00,403.00
24,2,227.00,115.00,331.00,389.00
24,3,96.00,98.00,187.00,358.00
24,4,327.00,188.00,351.00,263.00
24,5,354.00,188.00,377.00,266.00
24,6,370.00,176.00,393.00,260.00
24,10,204.00,188.00,231.00,273.00
24,11,0.00,129.00,43.00,375.00
24,12,50.00,194.00,78.00,265.00
24,25,384.00,191.00,409.00,264.00
25,1,68.00,101.00,176.00,407.00
25,2,229.00,112.00,335.00,393.00
25,3,96.00,98.00,189.00,362.00
25,4,330.00,188.00,355.00,263.00
25,5,358.00,187.00,381.00,265.00
25,6,373.00,176.00,397.00,260.00
25,10,207.00,188.00,235.00,277.00
25,11,0.00,130.00,41.00,380.00
25,12,52.00,195.00,81.00,268.00
25,25,388.00,190.00,413.00,264.00
26,1,66.00,97.00,177.00,412.00
26,2,231.00,110.00,338.00,399.00
26,3,97.00,96.00,189.00,364.00
26,4,334.00,188.00,359.00,263.00
26,5,364.00,187.00,386.00,265.00
26,6,376.00,176.00,400.00,259.00
26,10,211.00,188.00,239.00,276.00
26,11,0.00,127.00,42.00,380.00
26,25,392.00,190.00,417.00,264.00
27,1,64.00,94.00,179.00,418.00
27,2,234.00,106.00,342.00,404.00
27,3,97.00,93.00,188.00,366.00
27,4,338.00,187.00,364.00,263.00
27,5,368.00,186.00,390.00,264.00
27,6,378.00,175.00,403.00,258.00
27,10,216.00,187.00,244.00,274.00
27,11,0.00,125.00,44.00,380.00
27,25,396.00,189.00,421.00,264.00
28,1,63.00,91.00,181.00,423.00
28,2,236.00,104.00,345.00,410.00
28,3,98.00,90.00,188.00,367.00
28,4,342.00,186.00,368.00,262.00
28,5,372.00,187.00,394.00,264.00
28,6,381.00,174.00,407.00,257.00
28,10,220.00,186.00,247.00,273.00
28,11,-1.00,122.00,44.00,380.00
28,25,400.00,188.00,425.00,264.00
29,1,61.00,87.00,182.00,428.00
29,2,239.00,101.00,349.00,415.00
29,3,99.00,88.00,188.00,369.00
29,4,346.00,186.00,372.00,262.00
29,5,377.00,186.00,398.00,263.00
29,6,384.00,173.00,411.00,256.00
29,10,225.00,185.00,252.00,271.00
29,11,0.00,120.00,46.00,380.00
29,25,404.00,188.00,429.00,264.00
30,1,63.00,84.00,187.00,433.00
30,2,243.00,99.00,359.00,421.00
30,3,102.00,83.00,192.00,372.00
30,4,349.00,186.00,376.00,262.00
30,5,381.00,186.00,402.00,263.00
30,6,390.00,173.00,416.00,257.00
30,10,229.00,185.00,256.00,270.00
30,11,0.00,118.00,46.00,381.00
30,25,408.00,187.00,433.00,264.00
31,1,64.00,81.00,192.00,439.00
31,2,247.00,95.00,369.00,426.00
31,3,105.00,78.00,196.00,375.00
31,4,353.00,185.00,380.00,262.00
31,5,385.00,185.00,406.00,262.00
31,6,395.00,173.00,421.00,258.00
